t= 0.0045  S= 194284.5  N= 643606.5  dN/dS=  0.3000  dN = 0.0010  dS = 0.0033
t= 0.0047  S= 209982.6  N= 686795.4  dN/dS=  0.2993  dN = 0.0010  dS = 0.0033
t= 0.0044  S= 194293.9  N= 644041.1  dN/dS=  0.3082  dN = 0.0010  dS = 0.0031
t= 0.0046  S= 215481.2  N= 698372.8  dN/dS=  0.2946  dN = 0.0010  dS = 0.0034
t= 0.0047  S= 202054.3  N= 653029.7  dN/dS=  0.2869  dN = 0.0010  dS = 0.0034
t= 0.0044  S= 195402.9  N= 667904.1  dN/dS=  0.2710  dN = 0.0009  dS = 0.0033
t= 0.0045  S= 202069.3  N= 667459.7  dN/dS=  0.2939  dN = 0.0010  dS = 0.0033
t= 0.0043  S= 203670.6  N= 673208.4  dN/dS=  0.2738  dN = 0.0009  dS = 0.0033
t= 0.0043  S= 208150.6  N= 680773.4  dN/dS=  0.3288  dN = 0.0010  dS = 0.0029
t= 0.0044  S= 209163.4  N= 677423.6  dN/dS=  0.2959  dN = 0.0009  dS = 0.0032
t= 0.0045  S= 201130.0  N= 654344.0  dN/dS=  0.3161  dN = 0.0010  dS = 0.0031
t= 0.0043  S= 208298.3  N= 678726.7  dN/dS=  0.3022  dN = 0.0009  dS = 0.0031
t= 0.0044  S= 187004.4  N= 634554.6  dN/dS=  0.3159  dN = 0.0010  dS = 0.0031
t= 0.0043  S= 187191.6  N= 620171.4  dN/dS=  0.2636  dN = 0.0009  dS = 0.0033
t= 0.0044  S= 201924.6  N= 654467.4  dN/dS=  0.3021  dN = 0.0009  dS = 0.0031
t= 0.0043  S= 196722.6  N= 662060.4  dN/dS=  0.2864  dN = 0.0009  dS = 0.0032
t= 0.0046  S= 197757.1  N= 646637.9  dN/dS=  0.2705  dN = 0.0009  dS = 0.0035
t= 0.0046  S= 206504.0  N= 683806.0  dN/dS=  0.3032  dN = 0.0010  dS = 0.0033
t= 0.0044  S= 196473.3  N= 648755.7  dN/dS=  0.3190  dN = 0.0010  dS = 0.0031
t= 0.0043  S= 203330.4  N= 661143.6  dN/dS=  0.3257  dN = 0.0010  dS = 0.0030
t= 0.0046  S= 196997.6  N= 648753.4  dN/dS=  0.2852  dN = 0.0010  dS = 0.0034
t= 0.0045  S= 198859.9  N= 657094.1  dN/dS=  0.3060  dN = 0.0010  dS = 0.0032
t= 0.0044  S= 192552.2  N= 628313.8  dN/dS=  0.3090  dN = 0.0010  dS = 0.0031
t= 0.0045  S= 197443.3  N= 647698.7  dN/dS=  0.3160  dN = 0.0010  dS = 0.0032
t= 0.0045  S= 210228.1  N= 684419.9  dN/dS=  0.2839  dN = 0.0009  dS = 0.0033
t= 0.0047  S= 207784.3  N= 689359.7  dN/dS=  0.3134  dN = 0.0010  dS = 0.0033
t= 0.0044  S= 201235.4  N= 650938.6  dN/dS=  0.3026  dN = 0.0009  dS = 0.0031
t= 0.0045  S= 211448.7  N= 693183.3  dN/dS=  0.3255  dN = 0.0010  dS = 0.0031
t= 0.0045  S= 202748.9  N= 653541.1  dN/dS=  0.2786  dN = 0.0009  dS = 0.0033
t= 0.0047  S= 203457.1  N= 655928.9  dN/dS=  0.3196  dN = 0.0010  dS = 0.0032
t= 0.0044  S= 186560.5  N= 615183.5  dN/dS=  0.3288  dN = 0.0010  dS = 0.0030
t= 0.0046  S= 204968.1  N= 671481.9  dN/dS=  0.3240  dN = 0.0010  dS = 0.0032
t= 0.0045  S= 212844.6  N= 694403.4  dN/dS=  0.3069  dN = 0.0010  dS = 0.0032
t= 0.0048  S= 196397.2  N= 646320.8  dN/dS=  0.2720  dN = 0.0010  dS = 0.0036
t= 0.0047  S= 206466.3  N= 676019.7  dN/dS=  0.3035  dN = 0.0010  dS = 0.0034
t= 0.0046  S= 213043.7  N= 704395.3  dN/dS=  0.2949  dN = 0.0010  dS = 0.0033
t= 0.0045  S= 203624.8  N= 659433.2  dN/dS=  0.3419  dN = 0.0010  dS = 0.0030
t= 0.0044  S= 196310.4  N= 644511.6  dN/dS=  0.3305  dN = 0.0010  dS = 0.0030
t= 0.0044  S= 198480.7  N= 651332.3  dN/dS=  0.2954  dN = 0.0009  dS = 0.0032
t= 0.0044  S= 200678.7  N= 658104.3  dN/dS=  0.3149  dN = 0.0010  dS = 0.0031
t= 0.0046  S= 204871.0  N= 669527.0  dN/dS=  0.2891  dN = 0.0010  dS = 0.0033
t= 0.0046  S= 192653.0  N= 624982.0  dN/dS=  0.2855  dN = 0.0010  dS = 0.0034
t= 0.0043  S= 205755.5  N= 672458.5  dN/dS=  0.3093  dN = 0.0009  dS = 0.0030
t= 0.0043  S= 205700.6  N= 658479.4  dN/dS=  0.3237  dN = 0.0010  dS = 0.0030
t= 0.0042  S= 196887.1  N= 647084.9  dN/dS=  0.3126  dN = 0.0009  dS = 0.0030
t= 0.0045  S= 203482.0  N= 668753.0  dN/dS=  0.3048  dN = 0.0010  dS = 0.0032
t= 0.0045  S= 206755.1  N= 671536.9  dN/dS=  0.3137  dN = 0.0010  dS = 0.0032
t= 0.0044  S= 200407.4  N= 667927.6  dN/dS=  0.2930  dN = 0.0009  dS = 0.0032
t= 0.0046  S= 199112.1  N= 655062.9  dN/dS=  0.3288  dN = 0.0010  dS = 0.0032
t= 0.0047  S= 190314.4  N= 615719.6  dN/dS=  0.3425  dN = 0.0011  dS = 0.0032
t= 0.0044  S= 205510.3  N= 676180.7  dN/dS=  0.2993  dN = 0.0010  dS = 0.0032
t= 0.0047  S= 207071.3  N= 659193.7  dN/dS=  0.3282  dN = 0.0010  dS = 0.0032
t= 0.0047  S= 198585.4  N= 651731.6  dN/dS=  0.2883  dN = 0.0010  dS = 0.0034
t= 0.0044  S= 199810.3  N= 640369.7  dN/dS=  0.3129  dN = 0.0010  dS = 0.0031
t= 0.0046  S= 195709.8  N= 638992.2  dN/dS=  0.3007  dN = 0.0010  dS = 0.0033
t= 0.0046  S= 198053.5  N= 659202.5  dN/dS=  0.3043  dN = 0.0010  dS = 0.0033
t= 0.0045  S= 202425.0  N= 662160.0  dN/dS=  0.3092  dN = 0.0010  dS = 0.0032
t= 0.0046  S= 193118.7  N= 648138.3  dN/dS=  0.2886  dN = 0.0010  dS = 0.0034
t= 0.0045  S= 206452.8  N= 673513.2  dN/dS=  0.3252  dN = 0.0010  dS = 0.0031
t= 0.0045  S= 199804.3  N= 652798.7  dN/dS=  0.2803  dN = 0.0009  dS = 0.0034
t= 0.0044  S= 197150.0  N= 637423.0  dN/dS=  0.3345  dN = 0.0010  dS = 0.0030
t= 0.0048  S= 201204.9  N= 663617.1  dN/dS=  0.3067  dN = 0.0010  dS = 0.0034
t= 0.0044  S= 197979.4  N= 654296.6  dN/dS=  0.3024  dN = 0.0010  dS = 0.0032
t= 0.0046  S= 194451.5  N= 655769.5  dN/dS=  0.3191  dN = 0.0010  dS = 0.0032
t= 0.0047  S= 209705.5  N= 691626.5  dN/dS=  0.2983  dN = 0.0010  dS = 0.0034
t= 0.0044  S= 212340.3  N= 697667.7  dN/dS=  0.3235  dN = 0.0010  dS = 0.0030
t= 0.0044  S= 189502.1  N= 632737.9  dN/dS=  0.3314  dN = 0.0010  dS = 0.0030
t= 0.0047  S= 201731.6  N= 660756.4  dN/dS=  0.3342  dN = 0.0011  dS = 0.0032
t= 0.0044  S= 195729.1  N= 650069.9  dN/dS=  0.3250  dN = 0.0010  dS = 0.0030
t= 0.0046  S= 197728.2  N= 658393.8  dN/dS=  0.3176  dN = 0.0010  dS = 0.0032
t= 0.0044  S= 196438.1  N= 642418.9  dN/dS=  0.2903  dN = 0.0009  dS = 0.0032
t= 0.0043  S= 205185.0  N= 671898.0  dN/dS=  0.3033  dN = 0.0009  dS = 0.0031
t= 0.0043  S= 211320.7  N= 690611.3  dN/dS=  0.3144  dN = 0.0010  dS = 0.0030
t= 0.0045  S= 198504.0  N= 653373.0  dN/dS=  0.2731  dN = 0.0009  dS = 0.0034
t= 0.0045  S= 200709.5  N= 659732.5  dN/dS=  0.2981  dN = 0.0010  dS = 0.0033
t= 0.0045  S= 195770.6  N= 645063.4  dN/dS=  0.2757  dN = 0.0009  dS = 0.0034
t= 0.0045  S= 199918.4  N= 643849.6  dN/dS=  0.3013  dN = 0.0010  dS = 0.0032
t= 0.0045  S= 196203.6  N= 632213.4  dN/dS=  0.3299  dN = 0.0010  dS = 0.0031
t= 0.0047  S= 199959.9  N= 656357.1  dN/dS=  0.3059  dN = 0.0010  dS = 0.0034
t= 0.0046  S= 200689.1  N= 660766.9  dN/dS=  0.3154  dN = 0.0010  dS = 0.0032
t= 0.0045  S= 204412.8  N= 660553.2  dN/dS=  0.2886  dN = 0.0010  dS = 0.0033
t= 0.0044  S= 200062.8  N= 651166.2  dN/dS=  0.3283  dN = 0.0010  dS = 0.0030
t= 0.0048  S= 210103.2  N= 691996.8  dN/dS=  0.3108  dN = 0.0010  dS = 0.0034
t= 0.0044  S= 198636.2  N= 650978.8  dN/dS=  0.3091  dN = 0.0010  dS = 0.0031
t= 0.0048  S= 198147.8  N= 658274.2  dN/dS=  0.3058  dN = 0.0010  dS = 0.0034
t= 0.0045  S= 196389.6  N= 643292.4  dN/dS=  0.3362  dN = 0.0010  dS = 0.0030
t= 0.0045  S= 219513.9  N= 708089.1  dN/dS=  0.3251  dN = 0.0010  dS = 0.0031
t= 0.0045  S= 201080.7  N= 664962.3  dN/dS=  0.2921  dN = 0.0010  dS = 0.0033
t= 0.0046  S= 199139.8  N= 645948.2  dN/dS=  0.3085  dN = 0.0010  dS = 0.0033
t= 0.0047  S= 213072.3  N= 691823.7  dN/dS=  0.3162  dN = 0.0010  dS = 0.0033
t= 0.0044  S= 195280.1  N= 634339.9  dN/dS=  0.2849  dN = 0.0009  dS = 0.0032
t= 0.0047  S= 200510.2  N= 656931.8  dN/dS=  0.3048  dN = 0.0010  dS = 0.0034
t= 0.0045  S= 200563.4  N= 657508.6  dN/dS=  0.2946  dN = 0.0010  dS = 0.0033
t= 0.0046  S= 198167.6  N= 655230.4  dN/dS=  0.3037  dN = 0.0010  dS = 0.0033
t= 0.0045  S= 205775.7  N= 677292.3  dN/dS=  0.3604  dN = 0.0011  dS = 0.0029
t= 0.0045  S= 202255.4  N= 668947.6  dN/dS=  0.2746  dN = 0.0009  dS = 0.0034
t= 0.0047  S= 208286.5  N= 673701.5  dN/dS=  0.2953  dN = 0.0010  dS = 0.0034
t= 0.0045  S= 204436.1  N= 678244.9  dN/dS=  0.3114  dN = 0.0010  dS = 0.0032
t= 0.0046  S= 202608.4  N= 655196.6  dN/dS=  0.3221  dN = 0.0010  dS = 0.0032
t= 0.0050  S= 207264.2  N= 680237.8  dN/dS=  0.3019  dN = 0.0011  dS = 0.0036
t= 0.0046  S= 200506.9  N= 650113.1  dN/dS=  0.2946  dN = 0.0010  dS = 0.0033
