t= 0.0029  S= 198435.9  N= 668810.1  dN/dS=  0.2412  dN = 0.0006  dS = 0.0023
t= 0.0027  S= 202678.9  N= 699889.1  dN/dS=  0.2332  dN = 0.0005  dS = 0.0022
t= 0.0024  S= 198197.3  N= 660486.7  dN/dS=  0.2875  dN = 0.0005  dS = 0.0017
t= 0.0027  S= 197759.1  N= 661668.9  dN/dS=  0.3030  dN = 0.0006  dS = 0.0019
t= 0.0026  S= 198293.3  N= 657612.7  dN/dS=  0.3087  dN = 0.0006  dS = 0.0019
t= 0.0028  S= 202007.8  N= 670380.2  dN/dS=  0.3037  dN = 0.0006  dS = 0.0020
t= 0.0029  S= 200004.3  N= 671594.7  dN/dS=  0.2714  dN = 0.0006  dS = 0.0022
t= 0.0031  S= 205750.0  N= 683423.0  dN/dS=  0.2799  dN = 0.0006  dS = 0.0023
t= 0.0029  S= 203743.8  N= 679648.2  dN/dS=  0.2437  dN = 0.0006  dS = 0.0023
t= 0.0025  S= 199003.0  N= 665996.0  dN/dS=  0.3406  dN = 0.0006  dS = 0.0017
t= 0.0025  S= 206071.1  N= 665866.9  dN/dS=  0.2910  dN = 0.0005  dS = 0.0018
t= 0.0024  S= 197180.2  N= 661833.8  dN/dS=  0.2677  dN = 0.0005  dS = 0.0018
t= 0.0026  S= 198325.4  N= 666046.6  dN/dS=  0.3246  dN = 0.0006  dS = 0.0018
t= 0.0027  S= 196925.6  N= 655824.4  dN/dS=  0.2827  dN = 0.0006  dS = 0.0020
t= 0.0027  S= 193375.5  N= 643402.5  dN/dS=  0.3007  dN = 0.0006  dS = 0.0020
t= 0.0023  S= 190353.3  N= 642203.7  dN/dS=  0.3101  dN = 0.0005  dS = 0.0017
t= 0.0026  S= 192582.2  N= 648353.8  dN/dS=  0.2852  dN = 0.0006  dS = 0.0019
t= 0.0026  S= 191042.9  N= 640749.1  dN/dS=  0.2449  dN = 0.0005  dS = 0.0021
t= 0.0026  S= 202948.4  N= 671206.6  dN/dS=  0.2941  dN = 0.0006  dS = 0.0019
t= 0.0027  S= 190462.2  N= 624853.8  dN/dS=  0.2823  dN = 0.0006  dS = 0.0020
t= 0.0030  S= 201421.3  N= 681955.7  dN/dS=  0.2430  dN = 0.0006  dS = 0.0024
t= 0.0028  S= 194328.8  N= 633149.2  dN/dS=  0.2723  dN = 0.0006  dS = 0.0021
t= 0.0025  S= 201893.8  N= 668610.2  dN/dS=  0.3639  dN = 0.0006  dS = 0.0017
t= 0.0026  S= 200749.6  N= 662461.4  dN/dS=  0.3476  dN = 0.0006  dS = 0.0017
t= 0.0026  S= 199756.9  N= 659815.1  dN/dS=  0.3060  dN = 0.0006  dS = 0.0019
t= 0.0027  S= 210654.9  N= 695549.1  dN/dS=  0.2724  dN = 0.0005  dS = 0.0020
t= 0.0029  S= 212197.1  N= 710584.9  dN/dS=  0.3108  dN = 0.0006  dS = 0.0020
t= 0.0028  S= 191483.4  N= 648516.6  dN/dS=  0.2882  dN = 0.0006  dS = 0.0021
t= 0.0028  S= 201013.1  N= 656776.9  dN/dS=  0.2522  dN = 0.0005  dS = 0.0022
t= 0.0027  S= 200587.5  N= 676456.5  dN/dS=  0.2565  dN = 0.0005  dS = 0.0021
t= 0.0026  S= 197994.2  N= 650639.8  dN/dS=  0.3069  dN = 0.0006  dS = 0.0019
t= 0.0028  S= 197296.5  N= 641788.5  dN/dS=  0.2541  dN = 0.0005  dS = 0.0022
t= 0.0025  S= 204344.7  N= 680055.3  dN/dS=  0.2525  dN = 0.0005  dS = 0.0020
t= 0.0027  S= 199854.7  N= 662264.3  dN/dS=  0.2819  dN = 0.0006  dS = 0.0020
t= 0.0029  S= 198383.5  N= 664191.5  dN/dS=  0.2519  dN = 0.0006  dS = 0.0023
t= 0.0025  S= 197123.4  N= 666801.6  dN/dS=  0.2491  dN = 0.0005  dS = 0.0020
t= 0.0029  S= 197758.0  N= 649478.0  dN/dS=  0.2831  dN = 0.0006  dS = 0.0021
t= 0.0026  S= 205014.7  N= 666788.3  dN/dS=  0.3112  dN = 0.0006  dS = 0.0018
t= 0.0028  S= 192818.8  N= 650046.2  dN/dS=  0.2788  dN = 0.0006  dS = 0.0021
t= 0.0026  S= 204137.0  N= 674227.0  dN/dS=  0.2954  dN = 0.0006  dS = 0.0019
t= 0.0026  S= 201817.6  N= 672136.4  dN/dS=  0.2454  dN = 0.0005  dS = 0.0020
t= 0.0028  S= 201082.8  N= 663574.2  dN/dS=  0.2654  dN = 0.0006  dS = 0.0021
t= 0.0027  S= 204384.1  N= 666578.9  dN/dS=  0.3112  dN = 0.0006  dS = 0.0019
t= 0.0026  S= 201424.5  N= 672223.5  dN/dS=  0.2425  dN = 0.0005  dS = 0.0021
t= 0.0027  S= 208104.8  N= 680369.2  dN/dS=  0.2791  dN = 0.0006  dS = 0.0020
t= 0.0026  S= 197205.5  N= 656063.5  dN/dS=  0.3021  dN = 0.0006  dS = 0.0019
