years_before_present	Ne_Auto	Ne_X	Ne_X/Ne_Auto	species
4014089.745765	57.32925	37.02239117460072	0.6457853743874326	PAC
4220229.66823026	57.32925	37.2367358638158	0.6495242108315703	PAC
4356347.661435	57.32925	37.2367358638158	0.6495242108315703	PAC
4591567.49005263	57.32925	37.2367358638158	0.6495242108315703	PAC
4726978.969515	57.32925	37.37036517815964	0.6518551206959735	PAC
4995148.73786184	57.32925	37.6350055351974	0.6564712696432868	PAC
5128333.02267	57.32925	37.6350055351974	0.6564712696432868	PAC
5433773.66168421	57.32925	37.6350055351974	0.6564712696432868	PAC
5562958.679355	57.32925	37.6350055351974	0.6564712696432868	PAC
5910484.68924342	57.32925	37.6350055351974	0.6564712696432868	PAC
6033613.476495	57.32925	37.6350055351974	0.6564712696432868	PAC
6428589.51732237	57.32925	37.6350055351974	0.6564712696432868	PAC
6543283.12143	57.32925	0.0	0.0	PAC
7095203.27703	57.32925	0.0	0.0	PAC
7692874.4673	57.32925	0.0	0.0	PAC
8340091.88859	57.32925	0.0	0.0	PAC
9040960.3152	57.32925	0.0	0.0	PAC
9799929.643515	57.32925	0.0	0.0	PAC
10621813.237365	57.32925	0.0	0.0	PAC
