nodename	dN	dS	id
AFR_MIM	0.004253	0.057902	auto_500_216
TENT	0.00103	0.006391	auto_500_216
DUM	0.001077	0.006177	auto_500_216
TENT_DUM	0.004565	0.045828	auto_500_216
BI	0.001495	0.012481	auto_500_216
PAC	0.000144	0.001548	auto_500_216
SARA	0.000885	0.006988	auto_500_216
PAC_SARA	0.000442	0.006056	auto_500_216
BI_PAC_SARA	0.002728	0.04124	auto_500_216
TENT_DUM_BI_PAC_SARA	0.001511	0.018972	auto_500_216
LIN_AFR_MIM_TENT_DUM_BI_PAC_SARA	0.0	0.0	auto_500_216
LIN	0.011325	0.135218	auto_500_217
AFR	0.000919	0.009746	auto_500_217
MIM	0.001234	0.009977	auto_500_217
AFR_MIM	0.005277	0.060202	auto_500_217
TENT	0.001142	0.006526	auto_500_217
DUM	0.00134	0.006415	auto_500_217
TENT_DUM	0.005117	0.049918	auto_500_217
BI	0.001721	0.01354	auto_500_217
PAC	0.000213	0.00162	auto_500_217
SARA	0.000988	0.006641	auto_500_217
PAC_SARA	0.000578	0.006904	auto_500_217
BI_PAC_SARA	0.003357	0.042038	auto_500_217
TENT_DUM_BI_PAC_SARA	0.001485	0.018408	auto_500_217
LIN_AFR_MIM_TENT_DUM_BI_PAC_SARA	0.0	0.0	auto_500_217
LIN	0.010563	0.134691	auto_500_218
AFR	0.000766	0.008747	auto_500_218
MIM	0.001102	0.009066	auto_500_218
AFR_MIM	0.004571	0.058224	auto_500_218
TENT	0.00122	0.006772	auto_500_218
DUM	0.001186	0.006361	auto_500_218
TENT_DUM	0.004615	0.047544	auto_500_218
BI	0.001671	0.014036	auto_500_218
PAC	0.000204	0.001943	auto_500_218
SARA	0.001016	0.007088	auto_500_218
PAC_SARA	0.000508	0.006474	auto_500_218
BI_PAC_SARA	0.003137	0.042661	auto_500_218
TENT_DUM_BI_PAC_SARA	0.001446	0.017327	auto_500_218
LIN_AFR_MIM_TENT_DUM_BI_PAC_SARA	0.0	0.0	auto_500_218
LIN	0.010443	0.135808	auto_500_219
AFR	0.000799	0.00868	auto_500_219
MIM	0.001091	0.009067	auto_500_219
AFR_MIM	0.004633	0.059026	auto_500_219
TENT	0.00098	0.006523	auto_500_219
DUM	0.001138	0.006674	auto_500_219
TENT_DUM	0.004788	0.047036	auto_500_219
BI	0.0015	0.013609	auto_500_219
PAC	0.000147	0.001456	auto_500_219
SARA	0.00087	0.006801	auto_500_219
PAC_SARA	0.000532	0.006924	auto_500_219
BI_PAC_SARA	0.002905	0.040851	auto_500_219
TENT_DUM_BI_PAC_SARA	0.001598	0.020961	auto_500_219
LIN_AFR_MIM_TENT_DUM_BI_PAC_SARA	0.0	0.0	auto_500_219
LIN	0.010001	0.132901	auto_500_21
AFR	0.000879	0.009427	auto_500_21
MIM	0.000959	0.008974	auto_500_21
AFR_MIM	0.004504	0.058369	auto_500_21
TENT	0.001003	0.006685	auto_500_21
DUM	0.001196	0.006596	auto_500_21
TENT_DUM	0.004694	0.047372	auto_500_21
BI	0.001768	0.013377	auto_500_21
PAC	0.000148	0.001649	auto_500_21
SARA	0.000905	0.00678	auto_500_21
PAC_SARA	0.0005	0.006642	auto_500_21
BI_PAC_SARA	0.002861	0.04183	auto_500_21
TENT_DUM_BI_PAC_SARA	0.001576	0.018349	auto_500_21
LIN_AFR_MIM_TENT_DUM_BI_PAC_SARA	0.0	0.0	auto_500_21
LIN	0.01122	0.136076	auto_500_220
AFR	0.000953	0.009508	auto_500_220
MIM	0.001149	0.008383	auto_500_220
AFR_MIM	0.004754	0.058383	auto_500_220
TENT	0.001043	0.006724	auto_500_220
DUM	0.001201	0.005803	auto_500_220
TENT_DUM	0.004809	0.048375	auto_500_220
BI	0.001664	0.013971	auto_500_220
PAC	0.00017	0.001706	auto_500_220
SARA	0.001025	0.007333	auto_500_220
PAC_SARA	0.000519	0.0063	auto_500_220
BI_PAC_SARA	0.003312	0.044129	auto_500_220
TENT_DUM_BI_PAC_SARA	0.001451	0.018734	auto_500_220
LIN_AFR_MIM_TENT_DUM_BI_PAC_SARA	0.0	0.0	auto_500_220
LIN	0.010814	0.130397	auto_500_221
AFR	0.000882	0.009192	auto_500_221
MIM	0.001202	0.009294	auto_500_221
AFR_MIM	0.004649	0.05791	auto_500_221
TENT	0.001103	0.007122	auto_500_221
DUM	0.001204	0.006811	auto_500_221
TENT_DUM	0.004955	0.045936	auto_500_221
BI	0.001621	0.013542	auto_500_221
PAC	0.000155	0.001265	auto_500_221
SARA	0.000939	0.006262	auto_500_221
PAC_SARA	0.000539	0.006494	auto_500_221
BI_PAC_SARA	0.00293	0.042011	auto_500_221
TENT_DUM_BI_PAC_SARA	0.001507	0.017973	auto_500_221
LIN_AFR_MIM_TENT_DUM_BI_PAC_SARA	0.0	0.0	auto_500_221
LIN	0.010244	0.137131	auto_500_222
AFR	0.000973	0.008399	auto_500_222
MIM	0.001066	0.008354	auto_500_222
AFR_MIM	0.004411	0.058291	auto_500_222
TENT	0.000979	0.00636	auto_500_222
DUM	0.001131	0.006396	auto_500_222
TENT_DUM	0.004584	0.047702	auto_500_222
BI	0.001471	0.012677	auto_500_222
PAC	0.00014	0.001847	auto_500_222
SARA	0.000939	0.00711	auto_500_222
PAC_SARA	0.000486	0.00651	auto_500_222
BI_PAC_SARA	0.002861	0.041869	auto_500_222
TENT_DUM_BI_PAC_SARA	0.001458	0.019069	auto_500_222
LIN_AFR_MIM_TENT_DUM_BI_PAC_SARA	0.0	0.0	auto_500_222
LIN	0.010092	0.130656	auto_500_223
AFR	0.000675	0.008959	auto_500_223
MIM	0.001144	0.008278	auto_500_223
AFR_MIM	0.004622	0.05714	auto_500_223
TENT	0.001076	0.00683	auto_500_223
DUM	0.001145	0.006072	auto_500_223
TENT_DUM	0.004525	0.047484	auto_500_223
BI	0.001667	0.012658	auto_500_223
PAC	0.000158	0.001711	auto_500_223
SARA	0.000878	0.006446	auto_500_223
PAC_SARA	0.000503	0.006508	auto_500_223
BI_PAC_SARA	0.003016	0.04218	auto_500_223
TENT_DUM_BI_PAC_SARA	0.001387	0.018358	auto_500_223
LIN_AFR_MIM_TENT_DUM_BI_PAC_SARA	0.0	0.0	auto_500_223
LIN	0.010027	0.134901	auto_500_224
AFR	0.00087	0.008881	auto_500_224
MIM	0.001167	0.008526	auto_500_224
AFR_MIM	0.004726	0.056578	auto_500_224
TENT	0.001043	0.007255	auto_500_224
DUM	0.001259	0.006649	auto_500_224
TENT_DUM	0.004922	0.046514	auto_500_224
BI	0.001681	0.012735	auto_500_224
PAC	0.000144	0.001777	auto_500_224
SARA	0.000926	0.006985	auto_500_224
PAC_SARA	0.000461	0.006203	auto_500_224
BI_PAC_SARA	0.003059	0.040065	auto_500_224
TENT_DUM_BI_PAC_SARA	0.001471	0.018581	auto_500_224
LIN_AFR_MIM_TENT_DUM_BI_PAC_SARA	0.0	0.0	auto_500_224
LIN	0.010159	0.132408	auto_500_225
AFR	0.000794	0.009875	auto_500_225
MIM	0.000948	0.008498	auto_500_225
AFR_MIM	0.004202	0.056239	auto_500_225
TENT	0.000975	0.0071	auto_500_225
DUM	0.001047	0.006376	auto_500_225
TENT_DUM	0.00465	0.047573	auto_500_225
BI	0.001564	0.013236	auto_500_225
PAC	0.000216	0.002191	auto_500_225
SARA	0.001002	0.006954	auto_500_225
PAC_SARA	0.000439	0.005723	auto_500_225
BI_PAC_SARA	0.002978	0.04216	auto_500_225
TENT_DUM_BI_PAC_SARA	0.00136	0.017595	auto_500_225
LIN_AFR_MIM_TENT_DUM_BI_PAC_SARA	0.0	0.0	auto_500_225
LIN	0.009814	0.132349	auto_500_226
AFR	0.000738	0.009336	auto_500_226
MIM	0.00098	0.009141	auto_500_226
AFR_MIM	0.004347	0.055017	auto_500_226
TENT	0.001118	0.006244	auto_500_226
DUM	0.001232	0.00696	auto_500_226
TENT_DUM	0.00462	0.047497	auto_500_226
BI	0.001637	0.014043	auto_500_226
PAC	0.000181	0.001831	auto_500_226
SARA	0.000912	0.006141	auto_500_226
PAC_SARA	0.000505	0.00681	auto_500_226
BI_PAC_SARA	0.002786	0.041366	auto_500_226
TENT_DUM_BI_PAC_SARA	0.001413	0.01893	auto_500_226
LIN_AFR_MIM_TENT_DUM_BI_PAC_SARA	0.0	0.0	auto_500_226
LIN	0.010264	0.135428	auto_500_227
AFR	0.000959	0.00855	auto_500_227
MIM	0.001054	0.008344	auto_500_227
AFR_MIM	0.004751	0.058045	auto_500_227
TENT	0.001009	0.006965	auto_500_227
DUM	0.001027	0.006635	auto_500_227
TENT_DUM	0.00468	0.0475	auto_500_227
BI	0.001576	0.013676	auto_500_227
PAC	0.000174	0.001298	auto_500_227
SARA	0.000964	0.00676	auto_500_227
PAC_SARA	0.000452	0.005961	auto_500_227
BI_PAC_SARA	0.002985	0.041635	auto_500_227
TENT_DUM_BI_PAC_SARA	0.001524	0.018394	auto_500_227
LIN_AFR_MIM_TENT_DUM_BI_PAC_SARA	0.0	0.0	auto_500_227
LIN	0.009697	0.129289	auto_500_228
AFR	0.00088	0.008756	auto_500_228
MIM	0.000955	0.008009	auto_500_228
AFR_MIM	0.004315	0.05777	auto_500_228
TENT	0.000971	0.006468	auto_500_228
DUM	0.000897	0.006466	auto_500_228
TENT_DUM	0.004437	0.045941	auto_500_228
BI	0.001528	0.01266	auto_500_228
PAC	0.000165	0.00148	auto_500_228
SARA	0.000842	0.007145	auto_500_228
PAC_SARA	0.000451	0.006013	auto_500_228
BI_PAC_SARA	0.00273	0.040511	auto_500_228
TENT_DUM_BI_PAC_SARA	0.00143	0.018648	auto_500_228
LIN_AFR_MIM_TENT_DUM_BI_PAC_SARA	0.0	0.0	auto_500_228
LIN	0.009911	0.132114	auto_500_229
AFR	0.000833	0.009386	auto_500_229
MIM	0.000971	0.007634	auto_500_229
AFR_MIM	0.004531	0.056958	auto_500_229
TENT	0.001062	0.006194	auto_500_229
DUM	0.001138	0.006635	auto_500_229
TENT_DUM	0.004706	0.046426	auto_500_229
BI	0.001644	0.013827	auto_500_229
PAC	0.000167	0.00164	auto_500_229
SARA	0.000873	0.006799	auto_500_229
PAC_SARA	0.000452	0.006025	auto_500_229
BI_PAC_SARA	0.002818	0.04064	auto_500_229
TENT_DUM_BI_PAC_SARA	0.001417	0.018155	auto_500_229
LIN_AFR_MIM_TENT_DUM_BI_PAC_SARA	0.0	0.0	auto_500_229
LIN	0.010398	0.134432	auto_500_22
AFR	0.00078	0.008964	auto_500_22
MIM	0.001039	0.008069	auto_500_22
AFR_MIM	0.004704	0.057923	auto_500_22
TENT	0.000909	0.00664	auto_500_22
DUM	0.001113	0.006392	auto_500_22
TENT_DUM	0.004658	0.047738	auto_500_22
BI	0.00154	0.012445	auto_500_22
PAC	0.000174	0.001206	auto_500_22
SARA	0.000985	0.006891	auto_500_22
PAC_SARA	0.000506	0.006538	auto_500_22
BI_PAC_SARA	0.003111	0.040797	auto_500_22
TENT_DUM_BI_PAC_SARA	0.001466	0.018606	auto_500_22
LIN_AFR_MIM_TENT_DUM_BI_PAC_SARA	0.0	0.0	auto_500_22
LIN	0.010454	0.136257	auto_500_230
AFR	0.000881	0.008595	auto_500_230
MIM	0.001012	0.008003	auto_500_230
AFR_MIM	0.004403	0.057167	auto_500_230
TENT	0.001083	0.007472	auto_500_230
DUM	0.002116	0.001973	auto_500_230
TENT_DUM	0.004601	0.048874	auto_500_230
BI	0.001686	0.014094	auto_500_230
PAC	0.000196	0.001508	auto_500_230
SARA	0.001032	0.00735	auto_500_230
PAC_SARA	0.000489	0.006369	auto_500_230
BI_PAC_SARA	0.003068	0.041222	auto_500_230
TENT_DUM_BI_PAC_SARA	0.001476	0.019287	auto_500_230
LIN_AFR_MIM_TENT_DUM_BI_PAC_SARA	0.0	0.0	auto_500_230
LIN	0.011499	0.135547	auto_500_231
AFR	0.000874	0.008713	auto_500_231
MIM	0.001143	0.008711	auto_500_231
AFR_MIM	0.00487	0.059642	auto_500_231
TENT	0.001166	0.006812	auto_500_231
DUM	0.001184	0.006716	auto_500_231
TENT_DUM	0.005118	0.048246	auto_500_231
BI	0.001556	0.013563	auto_500_231
PAC	0.000184	0.001819	auto_500_231
SARA	0.000897	0.006538	auto_500_231
PAC_SARA	0.000563	0.006639	auto_500_231
BI_PAC_SARA	0.002988	0.043477	auto_500_231
TENT_DUM_BI_PAC_SARA	0.001455	0.017795	auto_500_231
LIN_AFR_MIM_TENT_DUM_BI_PAC_SARA	0.0	0.0	auto_500_231
LIN	0.011019	0.132185	auto_500_232
AFR	0.000833	0.009215	auto_500_232
MIM	0.001106	0.009318	auto_500_232
AFR_MIM	0.004752	0.057254	auto_500_232
TENT	0.001145	0.006561	auto_500_232
DUM	0.001012	0.005579	auto_500_232
TENT_DUM	0.005236	0.048373	auto_500_232
BI	0.001689	0.013896	auto_500_232
PAC	0.000178	0.001674	auto_500_232
SARA	0.000932	0.007339	auto_500_232
PAC_SARA	0.000562	0.006739	auto_500_232
BI_PAC_SARA	0.00303	0.040826	auto_500_232
TENT_DUM_BI_PAC_SARA	0.00145	0.018729	auto_500_232
LIN_AFR_MIM_TENT_DUM_BI_PAC_SARA	0.0	0.0	auto_500_232
LIN	0.010844	0.138456	auto_500_233
AFR	0.000938	0.009535	auto_500_233
MIM	0.001248	0.009275	auto_500_233
AFR_MIM	0.004735	0.060113	auto_500_233
TENT	0.00113	0.006824	auto_500_233
DUM	0.00124	0.006359	auto_500_233
TENT_DUM	0.004909	0.049004	auto_500_233
BI	0.001728	0.013328	auto_500_233
PAC	0.000193	0.001813	auto_500_233
SARA	0.001058	0.006433	auto_500_233
PAC_SARA	0.000518	0.006618	auto_500_233
BI_PAC_SARA	0.0029	0.0418	auto_500_233
TENT_DUM_BI_PAC_SARA	0.001525	0.017989	auto_500_233
LIN_AFR_MIM_TENT_DUM_BI_PAC_SARA	0.0	0.0	auto_500_233
LIN	0.010744	0.131706	auto_500_234
AFR	0.000931	0.008655	auto_500_234
MIM	0.00115	0.008694	auto_500_234
AFR_MIM	0.004721	0.057791	auto_500_234
TENT	0.001104	0.006673	auto_500_234
DUM	0.00116	0.006394	auto_500_234
TENT_DUM	0.004655	0.047508	auto_500_234
BI	0.001769	0.012912	auto_500_234
PAC	0.000157	0.001615	auto_500_234
SARA	0.000924	0.007007	auto_500_234
PAC_SARA	0.000511	0.006263	auto_500_234
BI_PAC_SARA	0.002895	0.040835	auto_500_234
TENT_DUM_BI_PAC_SARA	0.001394	0.019151	auto_500_234
LIN_AFR_MIM_TENT_DUM_BI_PAC_SARA	0.0	0.0	auto_500_234
LIN	0.00984	0.133748	auto_500_235
AFR	0.000942	0.00931	auto_500_235
MIM	0.001027	0.009331	auto_500_235
AFR_MIM	0.004596	0.058205	auto_500_235
TENT	0.000935	0.006582	auto_500_235
DUM	0.001413	0.007375	auto_500_235
TENT_DUM	0.004664	0.04669	auto_500_235
BI	0.001603	0.01336	auto_500_235
PAC	0.000185	0.001933	auto_500_235
SARA	0.001032	0.007034	auto_500_235
PAC_SARA	0.00046	0.006258	auto_500_235
BI_PAC_SARA	0.002931	0.043208	auto_500_235
TENT_DUM_BI_PAC_SARA	0.001498	0.019135	auto_500_235
LIN_AFR_MIM_TENT_DUM_BI_PAC_SARA	0.0	0.0	auto_500_235
LIN	0.010687	0.134668	auto_500_236
AFR	0.000898	0.009432	auto_500_236
MIM	0.001109	0.009322	auto_500_236
AFR_MIM	0.004628	0.058558	auto_500_236
TENT	0.001087	0.007106	auto_500_236
DUM	0.001402	0.006895	auto_500_236
TENT_DUM	0.004905	0.048808	auto_500_236
BI	0.001516	0.013573	auto_500_236
PAC	0.000208	0.001623	auto_500_236
SARA	0.00105	0.007224	auto_500_236
PAC_SARA	0.000499	0.006294	auto_500_236
BI_PAC_SARA	0.00281	0.040983	auto_500_236
TENT_DUM_BI_PAC_SARA	0.001344	0.017132	auto_500_236
LIN_AFR_MIM_TENT_DUM_BI_PAC_SARA	0.0	0.0	auto_500_236
LIN	0.010337	0.133807	auto_500_237
AFR	0.000885	0.009123	auto_500_237
MIM	0.001173	0.009306	auto_500_237
AFR_MIM	0.004467	0.057453	auto_500_237
TENT	0.001169	0.006969	auto_500_237
DUM	0.001109	0.006739	auto_500_237
TENT_DUM	0.004745	0.046464	auto_500_237
BI	0.001733	0.013224	auto_500_237
PAC	0.00013	0.00173	auto_500_237
SARA	0.000923	0.006897	auto_500_237
PAC_SARA	0.000476	0.006156	auto_500_237
BI_PAC_SARA	0.00297	0.04184	auto_500_237
TENT_DUM_BI_PAC_SARA	0.001467	0.018735	auto_500_237
LIN_AFR_MIM_TENT_DUM_BI_PAC_SARA	0.0	0.0	auto_500_237
LIN	0.010837	0.134953	auto_500_238
AFR	0.000812	0.009435	auto_500_238
MIM	0.001095	0.008614	auto_500_238
AFR_MIM	0.004572	0.058058	auto_500_238
TENT	0.001225	0.007015	auto_500_238
DUM	0.00133	0.007033	auto_500_238
TENT_DUM	0.004877	0.046897	auto_500_238
BI	0.001642	0.013464	auto_500_238
PAC	0.00021	0.001965	auto_500_238
SARA	0.001004	0.006812	auto_500_238
PAC_SARA	0.000461	0.005745	auto_500_238
BI_PAC_SARA	0.003152	0.04061	auto_500_238
TENT_DUM_BI_PAC_SARA	0.001559	0.019479	auto_500_238
LIN_AFR_MIM_TENT_DUM_BI_PAC_SARA	0.0	0.0	auto_500_238
LIN	0.009726	0.131405	auto_500_239
AFR	0.000789	0.008903	auto_500_239
MIM	0.001049	0.007852	auto_500_239
AFR_MIM	0.004466	0.056489	auto_500_239
TENT	0.001156	0.006606	auto_500_239
DUM	0.001161	0.005939	auto_500_239
TENT_DUM	0.00481	0.048454	auto_500_239
BI	0.001697	0.012887	auto_500_239
PAC	0.000168	0.001926	auto_500_239
SARA	0.000975	0.006662	auto_500_239
PAC_SARA	0.000495	0.006687	auto_500_239
BI_PAC_SARA	0.002733	0.041315	auto_500_239
TENT_DUM_BI_PAC_SARA	0.00139	0.018184	auto_500_239
LIN_AFR_MIM_TENT_DUM_BI_PAC_SARA	0.0	0.0	auto_500_239
LIN	0.010221	0.136676	auto_500_23
AFR	0.000851	0.009681	auto_500_23
MIM	0.001146	0.008571	auto_500_23
AFR_MIM	0.004524	0.057725	auto_500_23
TENT	0.001089	0.006684	auto_500_23
DUM	0.001161	0.006124	auto_500_23
TENT_DUM	0.004667	0.047921	auto_500_23
BI	0.001795	0.013896	auto_500_23
PAC	0.000249	0.001775	auto_500_23
SARA	0.000941	0.006729	auto_500_23
PAC_SARA	0.000503	0.006726	auto_500_23
BI_PAC_SARA	0.003077	0.041629	auto_500_23
TENT_DUM_BI_PAC_SARA	0.001511	0.017892	auto_500_23
LIN_AFR_MIM_TENT_DUM_BI_PAC_SARA	0.0	0.0	auto_500_23
LIN	0.009496	0.136674	auto_500_240
AFR	0.000828	0.009517	auto_500_240
MIM	0.001103	0.009125	auto_500_240
AFR_MIM	0.004505	0.056989	auto_500_240
TENT	0.000971	0.006149	auto_500_240
DUM	0.001091	0.006096	auto_500_240
TENT_DUM	0.00452	0.047427	auto_500_240
BI	0.001636	0.013665	auto_500_240
PAC	0.000144	0.001264	auto_500_240
SARA	0.000842	0.0063	auto_500_240
PAC_SARA	0.000441	0.006354	auto_500_240
BI_PAC_SARA	0.002725	0.042485	auto_500_240
TENT_DUM_BI_PAC_SARA	0.001429	0.018386	auto_500_240
LIN_AFR_MIM_TENT_DUM_BI_PAC_SARA	0.0	0.0	auto_500_240
LIN	0.009457	0.133724	auto_500_241
AFR	0.000776	0.010635	auto_500_241
MIM	0.001028	0.009536	auto_500_241
AFR_MIM	0.004054	0.058353	auto_500_241
TENT	0.00105	0.006278	auto_500_241
DUM	0.000962	0.007486	auto_500_241
TENT_DUM	0.004608	0.048495	auto_500_241
BI	0.001463	0.013947	auto_500_241
PAC	0.000151	0.001703	auto_500_241
SARA	0.000886	0.007215	auto_500_241
PAC_SARA	0.000449	0.006345	auto_500_241
BI_PAC_SARA	0.002599	0.042149	auto_500_241
TENT_DUM_BI_PAC_SARA	0.001478	0.018628	auto_500_241
LIN_AFR_MIM_TENT_DUM_BI_PAC_SARA	0.0	0.0	auto_500_241
LIN	0.010084	0.136469	auto_500_242
AFR	0.000966	0.009709	auto_500_242
MIM	0.001171	0.009732	auto_500_242
AFR_MIM	0.004464	0.058517	auto_500_242
TENT	0.001078	0.00716	auto_500_242
DUM	0.001059	0.006771	auto_500_242
TENT_DUM	0.004649	0.047539	auto_500_242
BI	0.001846	0.01317	auto_500_242
PAC	0.000158	0.001783	auto_500_242
SARA	0.000948	0.006885	auto_500_242
PAC_SARA	0.000483	0.006534	auto_500_242
BI_PAC_SARA	0.003024	0.042453	auto_500_242
TENT_DUM_BI_PAC_SARA	0.001332	0.017622	auto_500_242
LIN_AFR_MIM_TENT_DUM_BI_PAC_SARA	0.0	0.0	auto_500_242
LIN	0.009954	0.130798	auto_500_243
AFR	0.00084	0.009117	auto_500_243
MIM	0.000948	0.007872	auto_500_243
AFR_MIM	0.004707	0.05961	auto_500_243
TENT	0.001122	0.006395	auto_500_243
DUM	0.001157	0.006455	auto_500_243
TENT_DUM	0.005072	0.048493	auto_500_243
BI	0.001614	0.013667	auto_500_243
PAC	0.000201	0.00176	auto_500_243
SARA	0.000942	0.007008	auto_500_243
PAC_SARA	0.000486	0.006384	auto_500_243
BI_PAC_SARA	0.003023	0.041986	auto_500_243
TENT_DUM_BI_PAC_SARA	0.00132	0.018281	auto_500_243
LIN_AFR_MIM_TENT_DUM_BI_PAC_SARA	0.0	0.0	auto_500_243
LIN	0.010014	0.134463	auto_500_244
AFR	0.000844	0.008959	auto_500_244
MIM	0.001196	0.009038	auto_500_244
AFR_MIM	0.004328	0.056721	auto_500_244
TENT	0.001082	0.006715	auto_500_244
DUM	0.001084	0.005897	auto_500_244
TENT_DUM	0.004636	0.04631	auto_500_244
BI	0.001595	0.013114	auto_500_244
PAC	0.000194	0.002155	auto_500_244
SARA	0.00089	0.007323	auto_500_244
PAC_SARA	0.000504	0.00677	auto_500_244
BI_PAC_SARA	0.00289	0.042555	auto_500_244
TENT_DUM_BI_PAC_SARA	0.001486	0.017573	auto_500_244
LIN_AFR_MIM_TENT_DUM_BI_PAC_SARA	0.0	0.0	auto_500_244
LIN	0.009998	0.135228	auto_500_245
AFR	0.000781	0.008906	auto_500_245
MIM	0.001054	0.008761	auto_500_245
AFR_MIM	0.004267	0.056661	auto_500_245
TENT	0.001009	0.006732	auto_500_245
DUM	0.001048	0.006287	auto_500_245
TENT_DUM	0.004342	0.04857	auto_500_245
BI	0.001525	0.014582	auto_500_245
PAC	0.000165	0.001613	auto_500_245
SARA	0.000881	0.006217	auto_500_245
PAC_SARA	0.000458	0.006195	auto_500_245
BI_PAC_SARA	0.002482	0.040361	auto_500_245
TENT_DUM_BI_PAC_SARA	0.001361	0.018466	auto_500_245
LIN_AFR_MIM_TENT_DUM_BI_PAC_SARA	0.0	0.0	auto_500_245
LIN	0.010872	0.131112	auto_500_246
AFR	0.000972	0.008695	auto_500_246
MIM	0.00124	0.00871	auto_500_246
AFR_MIM	0.004834	0.058165	auto_500_246
TENT	0.001092	0.006654	auto_500_246
DUM	0.001203	0.006345	auto_500_246
TENT_DUM	0.005134	0.04694	auto_500_246
BI	0.001767	0.012819	auto_500_246
PAC	8.8e-05	0.001237	auto_500_246
SARA	0.001019	0.006234	auto_500_246
PAC_SARA	0.000499	0.006022	auto_500_246
BI_PAC_SARA	0.003318	0.04175	auto_500_246
TENT_DUM_BI_PAC_SARA	0.00166	0.018577	auto_500_246
LIN_AFR_MIM_TENT_DUM_BI_PAC_SARA	0.0	0.0	auto_500_246
LIN	0.009729	0.132906	auto_500_247
AFR	0.000799	0.00909	auto_500_247
MIM	0.001001	0.008525	auto_500_247
AFR_MIM	0.004269	0.057383	auto_500_247
TENT	0.001015	0.006428	auto_500_247
DUM	0.001035	0.006774	auto_500_247
TENT_DUM	0.004395	0.049446	auto_500_247
BI	0.001588	0.012722	auto_500_247
PAC	0.000175	0.001378	auto_500_247
SARA	0.000856	0.006374	auto_500_247
PAC_SARA	0.000466	0.006372	auto_500_247
BI_PAC_SARA	0.002856	0.041794	auto_500_247
TENT_DUM_BI_PAC_SARA	0.001431	0.018926	auto_500_247
LIN_AFR_MIM_TENT_DUM_BI_PAC_SARA	0.0	0.0	auto_500_247
LIN	0.01023	0.131235	auto_500_248
AFR	0.00078	0.010078	auto_500_248
MIM	0.001188	0.008763	auto_500_248
AFR_MIM	0.004729	0.057394	auto_500_248
TENT	0.001085	0.006549	auto_500_248
DUM	0.001085	0.006211	auto_500_248
TENT_DUM	0.00466	0.048277	auto_500_248
BI	0.001527	0.014032	auto_500_248
PAC	0.000213	0.002186	auto_500_248
SARA	0.000978	0.006469	auto_500_248
PAC_SARA	0.000528	0.006776	auto_500_248
BI_PAC_SARA	0.00299	0.041111	auto_500_248
TENT_DUM_BI_PAC_SARA	0.001597	0.018421	auto_500_248
LIN_AFR_MIM_TENT_DUM_BI_PAC_SARA	0.0	0.0	auto_500_248
LIN	0.010132	0.135789	auto_500_249
AFR	0.000951	0.009419	auto_500_249
MIM	0.001072	0.008616	auto_500_249
AFR_MIM	0.004561	0.058166	auto_500_249
TENT	0.001172	0.006323	auto_500_249
DUM	0.000969	0.006739	auto_500_249
TENT_DUM	0.004753	0.049493	auto_500_249
BI	0.001731	0.014126	auto_500_249
PAC	0.000136	0.001435	auto_500_249
SARA	0.000878	0.006721	auto_500_249
PAC_SARA	0.00048	0.006437	auto_500_249
BI_PAC_SARA	0.002931	0.041389	auto_500_249
TENT_DUM_BI_PAC_SARA	0.001544	0.018051	auto_500_249
LIN_AFR_MIM_TENT_DUM_BI_PAC_SARA	0.0	0.0	auto_500_249
LIN	0.009549	0.137356	auto_500_24
AFR	0.000758	0.00942	auto_500_24
MIM	0.001184	0.008339	auto_500_24
AFR_MIM	0.004505	0.059079	auto_500_24
TENT	0.001029	0.006513	auto_500_24
DUM	0.001434	0.005006	auto_500_24
TENT_DUM	0.004534	0.049948	auto_500_24
BI	0.001499	0.013082	auto_500_24
PAC	0.000194	0.001939	auto_500_24
SARA	0.000889	0.007266	auto_500_24
PAC_SARA	0.00039	0.005604	auto_500_24
BI_PAC_SARA	0.002824	0.042162	auto_500_24
TENT_DUM_BI_PAC_SARA	0.001394	0.019388	auto_500_24
LIN_AFR_MIM_TENT_DUM_BI_PAC_SARA	0.0	0.0	auto_500_24
LIN	0.009862	0.134461	auto_500_250
AFR	0.000845	0.009133	auto_500_250
MIM	0.001119	0.008604	auto_500_250
AFR_MIM	0.004602	0.058322	auto_500_250
TENT	0.001017	0.006662	auto_500_250
DUM	0.001165	0.006725	auto_500_250
TENT_DUM	0.004675	0.04933	auto_500_250
BI	0.001759	0.014347	auto_500_250
PAC	0.00019	0.001816	auto_500_250
SARA	0.000945	0.007019	auto_500_250
PAC_SARA	0.000509	0.006945	auto_500_250
BI_PAC_SARA	0.002975	0.042161	auto_500_250
TENT_DUM_BI_PAC_SARA	0.001429	0.017485	auto_500_250
LIN_AFR_MIM_TENT_DUM_BI_PAC_SARA	0.0	0.0	auto_500_250
LIN	0.01012	0.134841	auto_500_251
AFR	0.000887	0.008913	auto_500_251
MIM	0.001022	0.009291	auto_500_251
AFR_MIM	0.00443	0.057861	auto_500_251
TENT	0.000946	0.006381	auto_500_251
DUM	0.001075	0.00627	auto_500_251
TENT_DUM	0.004638	0.047203	auto_500_251
BI	0.001752	0.012825	auto_500_251
PAC	0.000124	0.001641	auto_500_251
SARA	0.00091	0.006349	auto_500_251
PAC_SARA	0.000495	0.006601	auto_500_251
BI_PAC_SARA	0.002977	0.041226	auto_500_251
TENT_DUM_BI_PAC_SARA	0.001442	0.019898	auto_500_251
