HiC_scaffold_13	bic_1	0
HiC_scaffold_3	bic_2	0
HiC_scaffold_5	bic_3	0
HiC_scaffold_15	bic_4	0
HiC_scaffold_12	bic_5	0
HiC_scaffold_17	bic_6	0
HiC_scaffold_10	bic_7	0
HiC_scaffold_4	bic_8	0
HiC_scaffold_1	bic_9	0
HiC_scaffold_8	bic_10	0
HiC_scaffold_7	bic_11	0
HiC_scaffold_9	bic_12	0
HiC_scaffold_11	bic_13	0
HiC_scaffold_16	bic_14	0
HiC_scaffold_2	bic_X1	0
HiC_scaffold_6	bic_X2	0
